,Away team,Home team,Year,week,Awayscore,Homescore,Nethomepoints,Spread,Aappg,Aappga,Happg,Happga,DAappg,DAappga,DHappg,DHappga,OsbournM,WuM
1363,15,4,1997,10,6,9,3,-2,22,20,18.875,23.5,21.18089447,20.17014205,19.3634579,21.70479388,0.426097006,-1.067019505
1364,17,16,1997,10,18,23,5,1.5,25.625,16.5,23.25,20.125,24.13692962,17.76688597,21.16337758,20.12839091,1.25296049,-2.439580629
1365,21,5,1997,10,14,38,24,-3,26.625,27.25,16,17.375,23.43616065,24.45273287,18.70027824,17.16878145,1.693777749,5.716329133
1366,22,1,1997,10,21,31,10,4,17.125,19.875,16.625,23.125,19.18438591,20.28529636,17.98501253,23.06566741,1.30416827,-2.301439132
1367,23,14,1997,10,10,13,3,-3,24.25,23.375,22.625,16.625,22.34662798,21.51410162,20.84547138,17.68843324,4.645818346,5.756089583
1368,24,7,1997,10,31,38,7,0,17.5,22,15.625,27.375,18.56074707,22.08346888,18.59461927,25.46309392,-0.187167314,-1.776281928
1369,25,9,1997,10,27,30,3,-9,21.125,22.125,29.75,16.625,20.42283548,22.16405637,25.72460207,17.38258668,8.557406949,14.8669527
1370,27,2,1997,10,31,34,3,-3,16.625,23.375,18.125,26.125,18.03059364,23.37364874,18.84826586,25.78273438,2.057065016,0.074313327
1371,28,12,1997,10,31,28,-3,4.5,18.25,16.75,14.125,24.875,17.57176236,17.6833837,17.03245552,23.42315893,-1.698306461,-5.115532618
1372,30,6,1997,10,31,8,-23,2.5,17.75,17.125,17.125,29,19.50229212,18.15758956,17.96888955,25.72776409,-1.561478043,-7.997432327
1373,2,17,1998,10,41,10,-31,-4.5,26.5,20.75,23.875,17.25,23.07174406,21.09408604,22.5448431,17.95679821,3.421875291,6.430964943
1374,4,20,1998,10,12,34,22,-4,23.5,20.25,23.25,17.375,20.63113328,20.84513926,21.92306281,18.01291797,4.050838886,7.714538988
1375,5,26,1998,10,23,25,2,-14,19.875,27,31,20.375,19.02733785,24.54846901,26.08692778,19.67787276,9.590678369,16.58396208
1376,7,13,1998,10,11,24,13,-10.5,19.125,27.375,26.125,20.625,20.03151627,25.90351298,24.0144507,20.48744246,7.738237542,13.48519376
1377,10,22,1998,10,9,10,1,3.5,20.25,26.125,9.875,24.5,20.94104767,23.88648567,14.97401055,23.64628323,-1.532159884,-4.660306663
1378,11,23,1998,10,20,27,7,3,27.375,20.75,17.125,17.625,25.04529942,20.12761089,19.32112926,18.4187702,0.007565261,-1.15537588
1379,12,15,1998,10,14,27,13,-9.5,16,26.75,17.25,13.625,17.87981819,25.45164007,18.8802795,16.08464777,7.288500132,13.73545878
1380,14,25,1998,10,12,24,12,-3,18.5,17.875,21.5,16.25,20.03267786,17.66240549,21.3337608,18.20517026,4.830659541,3.932837462
1381,18,16,1998,10,24,31,7,-14,17.25,21.25,33.125,17.875,17.33052163,21.00048467,26.79708248,19.21610604,10.75495908,15.89396946
1382,19,8,1998,10,6,16,10,-8.5,20,21.625,26,14.375,19.72601594,20.48374766,22.58647479,16.4091325,7.978848757,10.91796105
1383,21,3,1998,10,10,13,3,2,18.25,18.125,15.125,22.375,19.13671393,20.11131278,17.65353886,21.94598161,0.014490438,-1.560641159
1384,24,9,1998,10,10,27,17,-16.5,12.875,17.375,34.125,19.875,15.6521516,19.70119101,29.07427961,19.62466778,10.98466567,18.56120991
1385,27,6,1998,10,20,12,-8,-3,19.25,25.5,19,22.25,19.24121131,24.13194294,18.57315294,22.79516768,3.461977673,2.812113554
1386,29,28,1998,10,31,22,-9,-3,23.125,19.625,15.125,18.125,21.63461474,19.74487164,17.24330883,18.20283021,0.177782331,-0.585787979
1387,30,1,1998,10,27,29,2,-5,14.25,30.125,15.625,21.25,17.24493507,26.2573097,17.24237956,21.63664553,5.443151554,6.709457497
1388,3,13,1999,10,3,6,3,-12.5,17,18,26.25,9.5,17.69563518,19.00308083,24.04460579,13.55983308,9.895055873,16.4815706
1389,5,27,1999,10,10,35,25,-10,23.25,21.125,33.125,14.75,21.74073835,21.97200937,25.74871686,17.43386218,9.655511142,13.33618439
1390,9,25,1999,10,17,20,3,-5.5,19.66666667,20.55555556,23.125,16,19.54570151,19.87445848,22.22716922,17.40783442,5.960290667,8.831124366
1391,10,1,1999,10,19,23,4,5.5,22.75,18.5,11.5,21,21.04275722,19.85148688,15.88261267,21.46323669,-2.61495365,-5.392400088
1392,11,8,1999,10,13,27,14,3,19.125,20.625,24.875,19.5,20.83678261,20.49967632,23.21150755,19.23609895,5.70008449,7.352886976
1393,12,19,1999,10,27,19,-8,3,27.875,20.25,17.25,17.25,23.58577451,21.78714668,18.09020686,18.20147546,-0.125465184,0.750275216
1394,14,28,1999,10,10,17,7,-3,23.75,14.875,15.25,14.75,21.84616501,17.33094173,17.5317569,16.41845158,-0.123493591,-0.939591302
1395,15,4,1999,10,3,23,20,-2.5,23.625,17.875,20.11111111,16.22222222,21.69446028,18.06612296,19.73979871,19.15392361,2.372438527,-0.386285206
1396,16,6,1999,10,27,24,-3,6.5,23.33333333,19.44444444,15.88888889,19.33333333,21.22123537,19.49317164,17.80532611,20.2071616,-0.04251516,-2.062905319
1397,20,17,1999,10,24,17,-7,-6,15.75,18.75,23.875,18.75,19.32368477,18.64246925,22.05864455,19.41320259,6.226614185,5.192996707
1398,24,21,1999,10,9,28,19,-7,15.875,20.75,19.625,19.125,16.72532896,20.86164265,19.25570805,19.98527936,4.74171394,5.913929636
1399,26,18,1999,10,6,24,18,1,18.75,29.25,15.375,22.375,21.73390814,26.17031791,17.45555606,22.11725569,3.056822419,1.912435979
1400,29,7,1999,10,24,14,-10,10,20.75,19.625,12.88888889,30.88888889,20.43872614,19.86721026,16.43752689,23.64719036,-4.481040789,-6.613455861
1401,30,22,1999,10,28,35,7,6,32.375,27.75,12.66666667,20.44444444,25.90204782,26.34101725,16.32731586,20.20879783,-2.806068517,-1.217849585
1402,3,7,2000,10,27,7,-20,6,15.55555556,10.88888889,10,20.875,17.65743411,17.38941608,14.51796709,22.38582593,-2.750802066,-7.489719162
1403,4,17,2000,10,16,13,-3,-2.5,20.375,21.625,17.875,21.375,20.1051616,20.04332861,18.57524382,20.55501607,1.786611652,0.192996617
1404,5,27,2000,10,27,24,-3,-13.5,19.5,16.125,41.25,31.5,21.21592827,18.35702616,33.34566212,26.56878055,7.227747903,8.995314317
1405,8,22,2000,10,13,16,3,-3,23.875,24.625,20.88888889,14.88888889,22.28655012,22.55241991,20.08354291,19.10270816,4.986660636,4.321100623
1406,9,20,2000,10,30,23,-7,-3,29.75,22.25,23.125,20.375,24.55468681,21.53507983,21.25477213,20.21616271,1.222912261,1.191363363
1407,12,6,2000,10,24,27,3,6.5,29,21.375,13.75,25.25,25.84754562,21.15447534,16.16711132,23.75055843,-4.599616854,-11.02005471
1408,14,21,2000,10,31,49,18,-3.5,26.5,20.75,25.875,17.625,24.13530338,20.6169654,23.83259089,18.68791518,4.166681889,5.654585252
1409,15,10,2000,10,23,8,-15,-2,22.125,13.875,20.125,20.5,21.04391881,16.35592751,20.01446401,20.46802428,0.281879201,-2.751771067
1410,16,11,2000,10,20,26,6,3.5,24.625,22.25,21,20.875,23.36390923,21.74305549,20.97004116,20.92999628,1.970397851,1.396980208
1411,19,31,2000,10,24,3,-21,10,18,14,10.88888889,23.22222222,18.63578632,16.70565998,15.52184434,21.78279497,-3.210610067,-7.214293026
1412,23,29,2000,10,7,9,2,-7.5,16.25,10.5,21.5,14.75,18.06167801,13.98432348,21.74399082,16.77323359,4.115566749,4.119815994
1413,24,25,2000,10,15,17,2,-3.5,16.25,27.375,15.55555556,24.88888889,17.33238019,24.8146992,17.65860411,20.72838411,2.623961364,6.661222269
1414,26,18,2000,10,15,31,16,-5.5,26.44444444,32.44444444,19,15.875,22.61718846,24.0045057,18.52757183,18.84424589,5.063685012,3.880730873
1415,28,2,2000,10,27,14,-13,7,25.625,17.25,18,27.77777778,21.88826134,17.29616963,18.76813315,22.21430176,-3.56315345,-6.178916208
1416,30,1,2000,10,15,16,1,9,18.88888889,15.77777778,16.375,28.875,19.18641311,19.50624158,17.02827378,26.58918402,-2.636371285,-8.43356987
1417,2,11,2001,10,23,20,-3,-10,19.375,20.5,23.5,14.625,18.58764969,21.56907192,22.12011633,16.68041224,6.704025344,12.29368462
1418,6,28,2001,10,27,24,-3,-5,21.75,14.375,19.875,17,19.19098381,16.91072087,20.89616351,17.55094597,1.692449515,4.163020359
1419,10,1,2001,10,38,45,7,-1.5,15.875,27.125,13.625,22.875,17.72811347,24.54341946,15.16455913,23.46725011,2.55834612,-0.348742873
1420,12,18,2001,10,20,34,14,-5,28,28,21.875,20.25,25.45436785,25.33997528,21.34825754,20.08663977,2.962465765,4.642185881
1421,13,23,2001,10,7,20,13,-5.5,18,16,16.875,11.25,19.66895823,17.61581008,18.42516532,13.67264735,4.234193921,5.82175503
1422,19,16,2001,10,16,28,12,-2.5,18.33333333,16.66666667,19.375,26.625,18.92363011,18.36039007,20.79073686,25.00403671,-0.068946078,-2.804083744
1423,20,15,2001,10,24,0,-24,-5.5,20.44444444,20.22222222,22.5,20.125,19.88510001,19.92321958,21.1799652,19.03957714,3.843924019,5.332355816
1424,22,8,2001,10,36,3,-33,7,24.125,14.375,16.125,20.875,22.39244142,15.56499598,17.6516803,21.17467353,-2.192958807,-8.730960374
1425,24,21,2001,10,24,34,10,-9,24.66666667,19.11111111,27,20.875,21.80486412,20.89636195,25.72971309,20.41617405,3.711133469,8.639360667
1426,25,4,2001,10,23,20,-3,3.5,19,23.125,16.625,27,19.43919411,23.16353831,18.2129181,24.98888806,0.156229507,-1.418306508
1427,26,5,2001,10,25,22,-3,7,25.25,22.75,14.66666667,24.11111111,23.49949098,23.1297515,17.25118837,20.67798678,-2.047631856,-1.663444698
1428,27,17,2001,10,24,17,-7,8,31.875,16.125,22.88888889,19,29.01768654,19.45807379,20.99529762,19.82496796,-0.876757555,-5.293599645
1429,29,7,2001,10,20,7,-13,-2,17.375,24.5,16.625,20.75,19.04717794,21.4319541,16.2377365,21.06961832,3.352472512,-0.834123816
1430,30,9,2001,10,17,10,-7,-8.5,13.875,24.125,24.22222222,22,16.36439716,22.14443292,21.62037758,20.81237303,7.407846471,9.670433885
1431,31,3,2001,10,27,17,-10,-8,18,16.625,17.44444444,15.44444444,16.53905508,19.1442629,18.51897222,17.25657737,3.167829945,6.495472973
1432,2,23,2002,10,34,34,0,-5,23.375,17,24,20,21.11756415,18.87220314,22.34709262,18.78771557,2.582484346,4.764200941
1433,7,3,2002,10,27,38,11,-5.5,14.125,26.75,17.375,20.25,15.6498284,24.32612471,18.39384864,19.59728527,5.667738719,10.03592308
1434,10,11,2002,10,14,40,26,-10,19.75,27.5,28.375,20.5,19.04276387,26.21654386,25.04344087,19.77069411,8.5789528,16.92497687
1435,12,22,2002,10,35,13,-22,-9.5,20,20.875,27.625,14.75,21.33654863,22.70390636,23.96608176,15.35410553,8.349081494,14.67516907
1436,14,26,2002,10,13,17,4,-6.5,32.375,30,25.375,20.5,25.91724152,26.84958465,23.87910128,19.96643591,3.383777131,9.139826803
1437,15,20,2002,10,10,13,3,-2.5,25,20.875,20,25.75,22.70988298,20.30606929,19.74120964,23.51015072,-0.72279654,-4.042683125
1438,17,6,2002,10,33,30,-3,3.5,25.75,20.625,19,24.875,23.483368,19.92468478,19.71268079,21.82052292,-1.192678601,-3.287181238
1439,18,5,2002,10,34,24,-10,5,32,26.125,13.875,14.625,25.93313219,25.14657352,15.93897343,17.74475829,-0.525299184,-0.157677791
1440,19,16,2002,10,27,20,-7,1,14.125,16.5,23.25,28.75,16.68300032,17.86475687,21.04182794,26.60646743,2.356160582,-2.671278174
1441,21,9,2002,10,34,10,-24,-5.5,28.25,23.5,25.875,21.25,25.11964171,22.4510595,23.07290566,21.14729102,3.013005168,2.833233092
1442,24,27,2002,10,24,28,4,-6,23.25,20.375,20.75,21.5,21.67996353,20.36296907,23.06723704,20.50103107,1.612168396,4.727396197
1443,25,1,2002,10,27,6,-21,-3.5,18.125,22.5,18.75,19.75,18.72671622,21.76965799,18.93826649,20.22917659,3.809302206,4.231454421
1444,30,13,2002,10,7,26,19,-3,19.375,23.875,20.5,19.625,18.64842451,22.39920926,19.77066778,19.45125893,4.553735669,6.936354833
1445,1,2,1992,11,17,20,3,-3,17.44444444,22.77777778,18.44444444,27.55555556,18.50752299,20.7293796,18.97702242,21.7337678,1.224407864,1.638517504
1446,4,15,1992,11,26,20,-6,2,26,16.55555556,25.55555556,16.77777778,22.42827266,19.07438003,22.21612412,19.44204489,3.334932611,2.766243194
1447,6,28,1992,11,17,20,3,3.5,23,24.88888889,18.22222222,23.33333333,21.04785422,20.43082012,18.86221498,21.06880502,1.204537703,-0.553379212
1448,7,20,1992,11,14,17,3,-6.5,18.88888889,23.55555556,16.22222222,20.88888889,19.17137034,21.83664214,17.96040521,19.78465407,2.312973336,3.14501782
1449,10,23,1992,11,14,17,3,-8.5,18.11111111,22.11111111,19.88888889,13.88888889,18.82328045,20.07786142,19.62950411,18.74621094,6.289443938,4.922299363
1450,17,12,1992,11,37,34,-3,-6.5,11.22222222,24.77777778,11,20.66666667,15.67324632,20.77542029,15.56629456,20.63802765,3.221033722,1.434903072
1451,18,26,1992,11,20,21,1,-6.5,19,13,30.11111111,16.88888889,19.22852334,17.18320404,24.29631588,18.3381435,6.838575383,7.802974076
1452,19,9,1992,11,13,27,14,-3,22.33333333,19.44444444,16.44444444,18.88888889,20.74254314,19.50343247,18.06083844,18.74331314,0.722024197,0.440264462
1453,22,11,1992,11,24,27,3,8,20.44444444,11.88888889,13.77777778,21.22222222,19.88209146,17.27391526,16.8430205,20.06423944,-2.708323534,-4.168757029
1454,24,3,1992,11,14,13,-1,-1,16,16.88888889,15.66666667,16.11111111,17.85579344,19.39500871,17.70547788,18.77000505,2.949276229,2.683918693
1455,25,21,1992,11,3,20,17,-12,6.222222222,19.33333333,14.66666667,18.66666667,13.40012736,19.10925308,17.25018552,19.32990521,5.831116242,5.536478969
1456,27,8,1992,11,27,23,-4,-13.5,18.11111111,20.33333333,24.88888889,13.88888889,18.8145055,20.65600627,21.91223374,18.39734281,7.987190723,8.839773914
1457,29,16,1992,11,17,13,-4,-6.5,23.66666667,18.33333333,27.33333333,16,21.35893171,18.78353833,23.02276564,18.82730206,5.735677773,5.240310577
1458,30,14,1992,11,16,35,19,-2,17.66666667,14.66666667,18.77777778,15.77777778,18.63294394,17.68843892,19.12566656,18.22363817,3.2074697,2.524500671
1459,1,8,1993,11,15,20,5,-13.5,18.66666667,17.33333333,23.25,13.875,19.06842998,19.39155887,22.84987879,15.21817829,6.231412136,12.11198802
1460,2,27,1993,11,13,0,-13,-4,21.375,27.75,16.375,24,20.69585752,26.25538021,18.06144569,23.45850576,1.546477602,2.234554845
1461,3,25,1993,11,5,22,17,-3.5,20.375,19.875,15.88888889,18.22222222,19.37586378,19.47786142,17.79396046,19.38465919,1.545714976,0.675928627
1462,4,23,1993,11,0,23,23,-3,21.5,12.125,24,17,21.57686007,14.57930793,21.54182628,17.01265602,2.964485321,0.764469094
1463,6,24,1993,11,16,13,-3,-8.5,15.75,13.875,18,20.875,17.48524651,16.66177408,19.18275968,19.70661002,1.527047274,0.90778814
1464,11,18,1993,11,19,17,-2,-6.5,22.5,18,22.875,19.25,20.46586108,18.52596019,21.46794863,18.181852,2.95235795,4.626541319
1465,14,21,1993,11,31,20,-11,-4,16.625,15.5,19,18.375,18.71431035,16.74293631,18.36044108,18.58421472,2.992551251,0.047923347
1466,15,22,1993,11,19,14,-5,5,22.75,18.125,17.625,21.5,21.55934317,18.42303974,19.28981257,20.15848292,-0.208394569,-1.606157794
1467,16,9,1993,11,26,23,-3,-6.5,16.125,19.25,25.75,18.625,18.86717667,18.75684355,21.8272542,19.3326151,7.09828815,5.565289902
1468,20,12,1993,11,31,17,-14,3.5,23.25,17.625,16,22.375,19.97826862,18.51664111,16.40602885,21.41992552,-1.5542295,-5.060158308
1469,26,28,1993,11,45,21,-24,16.5,26.25,19.75,12.375,25.75,24.63716027,18.92015329,15.4251753,24.3665211,-4.838817586,-13.87046146
1470,29,7,1993,11,38,3,-35,7.5,21,19.25,12.125,23.25,20.89407264,18.86694831,15.41044624,22.74253743,-2.296060358,-8.379712878
1471,30,19,1993,11,6,20,14,-8,17.375,26.125,20,14,18.34826752,23.26255868,19.71082224,16.81576475,7.689109196,11.13638471
1472,1,19,1994,11,10,9,-1,1,12.88888889,21,18,23.33333333,16.44237401,19.56318382,18.76838386,19.42707265,3.68467646,4.835696787
1473,2,18,1994,11,32,33,1,-2.5,18.66666667,21.44444444,19.55555556,25.44444444,19.07453066,20.85259822,19.47968998,21.31406938,1.64649864,2.334879419
1474,3,22,1994,11,26,7,-19,-7,21.44444444,12.33333333,23.22222222,16.44444444,20.33938952,18.01950581,21.14862174,19.01880794,2.898970054,2.83485806
1475,4,23,1994,11,10,23,13,-2.5,21.66666667,19.44444444,17,16.22222222,20.44274773,18.93908697,18.31434507,18.62036059,2.155805813,0.595053265
1476,6,15,1994,11,17,14,-3,-7,17.22222222,18.66666667,25,18.88888889,18.40942975,18.64242979,21.96345321,19.9335691,6.11404497,5.368302563
1477,8,26,1994,11,14,21,7,-3,27.55555556,13.33333333,30.44444444,19.11111111,23.1303024,17.44226776,24.45490496,19.40854199,3.185955438,3.200287596
1478,16,17,1994,11,20,26,6,3,22.66666667,15.33333333,20.44444444,24.33333333,20.89411226,18.51439117,19.87816362,20.48130614,-0.729015274,-0.484746277
1479,20,11,1994,11,10,17,7,-7,18.11111111,18.55555556,20.88888889,14.77777778,18.81751405,18.79207424,20.08922573,18.30835651,5.417278672,4.642666849
1480,21,27,1994,11,20,17,-3,3,20.33333333,22.77777778,18,19.66666667,19.83321198,20.54468471,18.76278461,20.2712696,2.786656866,1.562762612
1481,24,14,1994,11,14,13,-1,-3,25.44444444,16.77777778,20.22222222,19.77777778,22.16373466,18.83665608,19.78441607,19.51623633,0.19022991,-0.388149891
1482,25,9,1994,11,10,17,7,-7,20.55555556,19.88888889,22.55555556,25.88888889,19.93230807,19.77702497,20.8515006,20.807839,1.685392178,2.662949996
1483,28,10,1994,11,9,14,5,-10.5,12.77777778,23.88888889,20.55555556,23.11111111,16.38430173,21.30562216,19.93381235,20.27018541,5.73463188,7.250831551
1484,29,7,1994,11,31,34,3,-1.5,12.88888889,20.44444444,15.66666667,24.44444444,16.44588399,19.12115014,17.69661936,20.84470305,2.109631661,1.360042329
1485,2,4,1995,11,17,23,6,-3.5,21.44444444,21.88888889,19.11111111,17.22222222,20.34047594,20.95175665,19.27907424,19.61302911,3.491950374,2.915295681
1486,3,23,1995,11,3,20,17,-7,19.77777778,21.44444444,23.11111111,23.11111111,19.58288105,18.99538849,21.0999094,19.67505743,3.634363227,3.79936183
1487,6,11,1995,11,28,35,7,-3,28,23.33333333,23.44444444,20.88888889,23.32406532,20.47367704,21.25732849,19.72308911,2.118215237,1.842598076
1488,7,29,1995,11,32,25,-7,-3,22.88888889,22.55555556,21.44444444,19,20.99529762,21.31597168,20.33287098,19.96861954,3.547214237,3.580262526
1489,9,22,1995,11,13,31,18,1.5,22.88888889,15.88888889,19.55555556,24,21.00123116,19.7259869,19.47893784,20.63267551,-0.925859656,0.024715053
1490,12,18,1995,11,14,17,3,-1.5,19.11111111,20.33333333,18.22222222,21.66666667,19.2763164,19.93774837,18.87466706,21.12791564,1.932105227,0.609429046
1491,14,24,1995,11,22,7,-15,-1,24.77777778,15.66666667,18,20.66666667,21.85967714,18.67084661,18.77615596,19.86846561,-1.170790073,-1.949668838
1492,16,1,1995,11,30,24,-6,2.5,21,22.33333333,15.55555556,25.77777778,20.14119734,20.32239635,17.64999629,20.60861533,-0.825539565,-0.776112267
1493,17,15,1995,11,34,17,-17,-8.5,14.77777778,22.33333333,26.44444444,16.33333333,17.30524925,20.3018747,22.62504413,19.11714826,9.569502089,10.01207385
1494,21,19,1995,11,17,13,-4,6.5,25.88888889,15.55555556,18.55555556,22.33333333,22.36468469,18.943621,19.02080407,20.23004891,-1.953421491,-2.265040616
1495,26,8,1995,11,38,20,-18,-13,23.55555556,13.33333333,29.44444444,15.88888889,21.31824219,18.12974318,23.99426406,18.20738447,5.34290551,6.52889046
1496,28,10,1995,11,24,27,3,-6.5,14.88888889,16.44444444,23.22222222,24.77777778,17.34752662,19.38819772,21.15397028,21.1550709,3.463749439,4.769631025
1497,1,30,1996,11,37,34,-3,-10,14.11111111,22.66666667,22.77777778,17,16.99509104,21.50493452,20.95068027,19.23510342,8.05757915,9.349497396
1498,2,27,1996,11,16,59,43,2.5,17.77777778,27.11111111,15.77777778,29.33333333,18.67329918,21.74747847,17.75744948,22.95126771,0.513499482,-0.390588573
1499,3,13,1996,11,27,30,3,-4,24.11111111,28.44444444,19.11111111,20.11111111,21.5533632,22.11677956,19.27364212,20.75007864,3.332786735,1.641548592
1500,4,22,1996,11,24,17,-7,-3.5,18.55555556,17.55555556,23.44444444,19.88888889,19.02673761,19.47192057,21.25197995,20.02328482,4.281049581,4.644150431
1501,6,9,1996,11,12,17,5,-10.5,14.66666667,19.44444444,27.22222222,17.22222222,17.25804119,20.14986459,22.97940184,19.50016001,8.826652339,9.899692964
1502,8,26,1996,11,20,17,-3,-3,20.66666667,16.44444444,24.11111111,14.66666667,19.99589604,18.77254808,21.56740312,18.03730705,5.354043358,5.645897427
1503,10,24,1996,11,21,27,6,-4,20.77777778,20.77777778,22,24.22222222,20.04661408,20.20108003,20.59398257,20.83616714,2.20226675,2.645368982
1504,11,14,1996,11,20,27,7,3,29.77777778,13,19.88888889,16.44444444,24.14533175,18.24006925,19.6350198,18.25950672,-1.399586685,-1.706195722
1505,12,15,1996,11,13,37,24,-4,17.66666667,19,22.33333333,21.33333333,18.62007401,19.59922976,20.75232094,20.28398477,4.006226596,4.246126535
1506,16,25,1996,11,23,42,19,-1.5,16.22222222,16.88888889,18.22222222,24,17.96859517,19.83622428,18.87592062,21.22780349,1.185888037,1.673060237
1507,17,20,1996,11,31,27,-4,5.5,27.11111111,20.88888889,16.11111111,25.88888889,22.9209117,20.64656356,17.9030015,21.83392173,-3.241249629,-4.265724832
1508,19,5,1996,11,17,27,10,-6,15.55555556,18,21.11111111,14.55555556,17.6545927,19.62238314,20.18623255,18.69999287,6.364983397,6.342575576
1509,21,28,1996,11,17,20,3,4.5,22.22222222,18.88888889,10.55555556,19.77777778,20.69750792,19.73861338,15.37169593,19.96771273,-2.294854509,-4.08438986
1510,23,7,1996,11,24,34,10,4,22.88888889,14,20,22.44444444,21.00624542,18.59656648,19.68490213,20.9628356,-0.706339315,-1.310187334
1511,32,18,1996,11,31,14,-17,4.5,22.11111111,19.55555556,15.33333333,22.66666667,20.64503489,20.16439337,17.55574732,20.7456333,-0.997334324,-1.718779589
1512,1,8,1997,11,6,24,18,-9,18.22222222,22.88888889,20.88888889,16.44444444,18.87065565,21.29799306,20.0847129,18.35185416,5.99730073,7.213037817
1513,3,23,1997,11,0,37,37,-6.5,23.33333333,21.55555556,22.66666667,22.22222222,21.20577474,21.45199416,20.89971151,19.71273959,2.497150588,4.532129794
1514,5,9,1997,11,0,34,34,-7,18.44444444,17,29.77777778,17.77777778,18.97752384,18.14745573,24.14424533,18.90585015,7.697206664,8.229798941
1515,6,16,1997,11,22,29,7,-9,16.11111111,29.22222222,23.22222222,19.88888889,17.90718004,21.76700462,21.14903959,19.7872858,8.335284541,8.342578657
1516,7,12,1997,11,28,13,-15,3,18.11111111,27.77777778,15.66666667,25.55555556,18.82603829,22.10143266,17.70748358,21.24651154,1.873628931,1.752087502
1517,10,30,1997,11,7,30,23,-3.5,21.11111111,19.44444444,19.22222222,16.11111111,20.18731897,20.23195121,19.33171441,18.91365663,3.37245844,3.174405514
1518,14,13,1997,11,10,24,14,-5.5,21.55555556,15.88888889,26.44444444,21.33333333,20.38943899,18.74094749,22.61969559,20.31476725,3.530416561,3.913260306
1519,17,4,1997,11,31,10,-21,3,24.77777778,17.22222222,17.77777778,21.55555556,21.86795067,19.17181354,18.66970563,19.65634938,-1.149007029,-1.310781385
1520,18,21,1997,11,13,10,-3,-9.5,13.11111111,22,25.22222222,28.44444444,16.53553656,20.50454821,22.06397,21.47034744,5.237804637,7.546553741
1521,19,29,1997,11,6,10,4,-3,20.66666667,20,23,21.22222222,19.97976684,19.62738051,21.05169849,20.1258044,3.530568143,3.500650438
1522,20,15,1997,11,17,24,7,-3,24.44444444,19.11111111,20.22222222,18.77777778,21.70443089,21.04001353,19.78533535,19.64199798,1.561463156,2.274328578
1523,25,24,1997,11,37,31,-6,3,21.77777778,23,19,23.77777778,20.49237935,21.10730529,19.22593264,21.28083255,1.302485854,0.930096966
1524,26,22,1997,11,24,12,-12,4,25.22222222,12,17.55555556,21.11111111,22.06881712,17.43209562,18.57211381,20.326753,-2.711395567,-4.269270477
1525,27,11,1997,11,7,17,10,-14.5,18.22222222,24.55555556,24,18.77777778,18.87090636,21.79296711,21.51668508,18.46200285,7.00017625,9.424586802
1526,28,2,1997,11,31,10,-21,3,19.66666667,18,19.88888889,26.66666667,19.52230163,19.14012425,19.63092482,22.79753269,0.031613658,-1.466031831
1527,3,24,1998,11,13,14,1,1.5,14.88888889,21,12.55555556,18.44444444,17.35379444,20.3430067,16.28545635,20.59371189,2.307243204,0.280087798
1528,6,10,1998,11,3,26,23,-6.5,18.22222222,22,19,24.33333333,18.86756353,21.34593604,19.23169904,20.68652268,2.114275,3.48035185
1529,7,16,1998,11,3,24,21,-10,18.22222222,27,32.88888889,18.55555556,18.87525206,22.29729518,25.55891832,19.9412869,11.66621196,13.35391888
1530,8,1,1998,11,35,28,-7,3.5,24.88888889,13.44444444,17.11111111,21.88888889,21.90905804,18.33922768,18.36289026,20.89019169,-2.65791399,-4.06057084
1531,9,14,1998,11,30,7,-23,4.5,33.33333333,18.77777778,17.77777778,18.55555556,25.77131757,19.25208655,18.6743856,18.63816183,-2.749137013,-3.877726554
1532,11,19,1998,11,37,3,-34,7,26.55555556,21.44444444,18.44444444,21,22.67843645,19.79573301,18.97250959,19.52214052,-0.121585069,-0.902584237
1533,15,5,1998,11,13,9,-4,3,18.33333333,13.66666667,20.22222222,26.77777778,18.92454939,18.52219766,19.7791511,21.31398069,-0.590969991,0.369948022
1534,17,4,1998,11,10,13,3,-3,22.33333333,19.88888889,22.22222222,21.77777778,20.74989738,19.52050429,20.68973582,20.74227216,2.356125502,1.455980171
1535,20,12,1998,11,23,24,1,6.5,24.44444444,16.77777778,15.77777778,26.77777778,21.71019729,18.8058736,17.75778377,22.20667266,-3.887428291,-5.658424255
1536,22,30,1998,11,3,28,25,-4.5,9.888888889,22.77777778,15.66666667,30,15.07449122,21.01668277,17.70831929,21.77635865,1.875234648,3.669408832
1537,23,29,1998,11,14,23,9,-1,18.22222222,17.88888889,24,19.88888889,18.87667276,19.25898623,21.50640585,19.73598166,4.739139451,5.21912973
1538,25,21,1998,11,17,20,3,1.5,21.77777778,15.77777778,17.33333333,17.55555556,20.49639076,19.35232917,18.46758561,20.33383006,0.761519376,-0.810056739
1539,26,2,1998,11,19,31,12,3,30.33333333,20.66666667,28.11111111,19.55555556,24.39608054,19.44777169,23.37879476,20.18491502,3.048825444,1.837740929
1540,27,18,1998,11,3,24,21,-2.5,19.33333333,24,18,22.33333333,19.37691677,21.1559777,18.76412174,20.45578711,2.543217915,2.452735405
1541,28,13,1998,11,24,29,5,-6.5,15.88888889,19.55555556,25.88888889,19.55555556,17.80724824,19.17935395,22.37228965,19.74369945,6.999549071,7.271830442
1542,2,28,1999,11,10,19,9,-7,13,24,15.44444444,14.22222222,16.50270271,20.4377198,17.60596393,18.31779922,6.601451922,5.528460028
